GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,LISTED,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1002623,110071162161,2022,"Copano Energy Houston Central Plant, TX",1651 County Rd. 255 South,Sheridan,TX,77475,COLORADO COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1002678,110041014568,2022,SACROC CO2 TREATMENT,3775 County Road 226,SNYDER,TX,79549,SCURRY COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211120
1002680,110000913138,2022,SNYDER GAS PLANT,718 NORTH FM 1611,SNYDER,TX,79549,SCURRY COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211120
1002686,110071161748,2022,Bravo Dome,770 Rosebud Hwy,Amistad,NM,88410,UNION COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,11,211120
1002742,110043783867,2022,"NGPL Station 310 Centralia, IL",7501 Huey Rd,Centralia,IL,62801,CLINTON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002745,110008346138,2022,"NGPL Station 103, Minneola, KS",12653 114TH ROAD,MINNEOLA,KS,67865,FORD COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002774,110002388746,2022,"NGPL Station 201 Storage, Herscher, IL",5611 S 12000 WEST RD,HERSCHER,IL,60941,KANKAKEE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002781,110043804648,2022,FLORIDA GAS TRANSMISSION COMPANY - CARRYVILLE,2508 RIVER ROAD,CARYVILLE,FL,32427,WASHINGTON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002784,110009581498,2022,FLORIDA GAS TRANSMISSION COMPANY - FRANKLINTON,18169 LEE ROAD,FRANKLINTON,LA,70438,WASHINGTON PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002811,110043816154,2022,"NGPL Station 802, Paris, TX",5410 CR 24200,Paris,TX,75460,LAMAR COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002815,110006364077,2022,"NGPL Station 106 Beatrice, NE",21372 US HIGHWAY 77,BEATRICE,NE,68310,GAGE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002827,110031024013,2022,FLORIDA GAS TRANSMISSION COMPANY - Mt VERNON,20451 HIGHWAY 43,MOUNT VERNON,AL,36560,MOBILE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002836,110043811514,2022,"KM Tejas Texas City Extraction Plant, TX",900 Grant Ave,Texas City,TX,77592,GALVESTON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1002837,110007354362,2022,FLORIDA GAS TRANSMISSION COMPANY - MUNSON,13100 MUNSON HWY,MILTON,FL,32570,SANTA ROSA COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002838,110027972996,2022,FLORIDA GAS TRANSMISSION COMPANY - ORLANDO,7990 STEER LAKE RD,ORLANDO,FL,32835,ORANGE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002839,110018125456,2022,"NGPL Station 206 Storage, St Elmo, IL",2513 N 2125 St,St. Elmo,IL,62458,FAYETTE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002841,110043804666,2022,FLORIDA GAS TRANSMISSION COMPANY - PERRY STATION,2065 PISGAH ROAD (CR 361),PERRY,FL,32347,TAYLOR COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002842,110001371266,2022,FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,2921 BAYOU GERIMOND RD,PORT BARRE,LA,70577,ST. LANDRY PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002844,110006153535,2022,FLORIDA GAS TRANSMISSION COMPANY - QUINCY,3690 HOSFORD HWY,QUINCY,FL,32351,GADSDEN COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002847,110013947827,2022,"NGPL Station 342 Johnson's Bayou, LA",652 DEEP BAYOU ROAD,CAMERON,LA,70631,CAMERON PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002849,110061751199,2022,"MEP Station 4 Vicksburg, MS",4585 SMITH STATION ROAD,EDWARDS,MS,39066,HINDS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002917,110043799191,2022,"NGPL Station 105 Glasco, KS",687 Deer Rd,Glasco,KS,67445,CLOUD COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002918,110043788023,2022,"NGPL Station 307, Searcy, AR",2227 HIGHWAY 267 SOUTH,SEARCY,AR,72143,WHITE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002923,110043801080,2022,"KMTP Station 553 Katy, TX",3389-B SCHLIPF RD,KATY,TX,77493,WALLER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002930,110018105414,2022,"NGPL Station 110 Geneseo, IL",16648 ILLINOIS HIGHWAY 82,GENESEO,IL,61254,HENRY COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1002931,110071161568,2022,"MEP Atlanta Station 2, TX",1034 County Road 4223,Atlanta,TX,75551,CASS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1002972,110054816259,2022,"NGPL Station 801, Ratliff City, OK",7212 Cargo Rd,RATLIFF CITY,OK,73481,CARTER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1003140,110055508115,2022,"NGPL Station 195 Haddam, KS",328 16th Rd,Haddam,KS,66994,WASHINGTON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1003143,110007181977,2022,"KM Tejas Station 2, TX",1744D N HIGHWAY 77,REFUGIO,TX,78377,REFUGIO COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1003148,110040889839,2022,FLORIDA GAS TRANSMISSION COMPANY - TRENTON,5030 N.US HWY 129,TRENTON,FL,32693,GILCHRIST COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1003191,110070081853,2022,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,201 FLORIDA GAS ROAD,WIGGINS,MS,39577,PERRY COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1003192,110009021254,2022,FLORIDA GAS TRANSMISSION COMPANY - ZACHARY,8406 LOWER ZACHARY ROAD,ZACHARY,LA,70791,EAST BATON ROUGE PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1003452,110071161655,2022,"KMTP Station 581 Markham, TX",7197 FM 1468 N,Bay City,TX,77414,MATAGORDA COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1003725,110006152689,2022,FLORIDA GAS TRANSMISSION COMPANY - SILVER SPRINGS,19555 NE CR 314,SILVER SPRINGS,FL,32134,MARION COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1003897,110064300171,2022,"KMTP Station 552 Kennedy, TX",3182 County Rd 129,Kenedy,TX,78119,BEE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1004709,110039153028,2022,"Kinder Morgan Altamont LLC Altamont Gas Plant, Altamont, UT",17790 WEST 3750 NORTH,ALTAMONT,UT,84001,DUCHESNE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1004712,110071161809,2022,"Kinder Morgan Altamont LLC Bluebell Gas Plant, Roosevelt, UT",5000 W 5550 N,ROOSEVELT,UT,84066,DUCHESNE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1005986,110003347156,2022,"TGP Station 823 Kinder, LA",15449 PARISH LINE RD Hwy 165 South,KINDER,LA,70648,JEFFERSON DAVIS PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1006042,110007384106,2022,TGP Station 245 West Winfield,457 BURROWS RD,WEST WINFIELD,NY,13491,HERKIMER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1006483,110071159931,2022,"Scissortail Energy Featherston Station Quinton, OK",17890 E State Hwy 31,Quinton,OK,74561,PITTSBURG COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1006928,110062028318,2022,RUSSELL CMP STN,251 CURTIS DAVIS ROAD,BALD KNOB,AR,72010,WHITE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1007191,110043789576,2022,"TGP Station 200 Greenup, KY",14888 SR 7,GREENUP,KY,41144,GREENUP COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1007430,110043782975,2022,"NGPL Station 388 Storage, Longview, TX",19935 FM 449,Longview,TX,75605,HARRISON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1007437,110071159508,2022,"EPNG Station 6794 Williams, AZ",3601 N. Buggy Wheel Road,Williams,AZ,86046,COCONINO COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008080,110055512155,2022,"NGPL Station 194 Wilson, KS",155  5th Street,Wilson,KS,67490,WILSON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008151,110071159988,2022,"CIG Station 5610 Greasewood, CO",5200 County Road 3,Rifle,CO,81650,RIO BLANCO COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008185,110037844376,2022,Galena Park Terminal,906 Clinton Dr.,Galena Park,TX,77547,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,493190
1008233,110007853475,2022,"TGP Station 071 Middleton, TN",2560 Highway 125 South,Middleton,TN,38052,HARDEMAN COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008238,110070081981,2022,TGP Station 254 Nassau,5035 SR 66,Nassau,NY,12123,RENSSELAER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008239,110071161116,2022,"EPNG Station 6770 Oracle, AZ",2305 N. Turbine Station Rd,Oracle,AZ,85623,PINAL COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008240,110071161274,2022,"EPNG Station 6348 Plains, TX",2831 CR 355,Denver City,TX,79323,YOAKUM COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008247,110070081983,2022,TGP Station 325 Sussex,164 Libertyville Rd,Sussex,NJ,07461,SUSSEX COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008249,110000780334,2022,"SNG Station 4152 Tarrant, AL",666 Springdale Rd,Tarrant,AL,35217,JEFFERSON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1008250,110006159067,2022,"SNG Station 5272 Thomaston, GA",5276 Highway 19 South,Thomaston,GA,30286,UPSON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1008368,110071161120,2022,"EPNG Station 6398, Wink, TX",6963 County Road 201,Wink,TX,79789,WINKLER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008370,110055513136,2022,"SNG Station 5230 York, AL",12965 Ward 10,Ward,AL,36922,CHOCTAW COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1008429,110035782926,2022,"KMTP Station 555 Goodrich, TX",1165 FM 2665,Goodrich,TX,77335,POLK COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008430,110055513341,2022,"KMBP Brooks County Station, TX",,Falfurrias,TX,78355,BROOKS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1008458,110070082000,2022,"SNG Station 4165 DeArmanville, AL",539 Chevron Rd,Anniston,AL,36207,CALHOUN COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1008460,110071160699,2022,"EPNG Station 6311 El Paso, TX",12600 McCombs Ave,El Paso,TX,79934,EL PASO COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1009087,110003394611,2022,"NGPL Station 306, Malvern, AR",5560 Ridge Rd.,Malvern,AR,72104,HOT SPRING COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1009199,110070157632,2022,"TGP Station 096 Campbellsville, KY",1380 Hobston Rd,Campbellsville,KY,42718,TAYLOR COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1009203,110055516115,2022,TGP Station 321 Clifford,,Uniondale,PA,18470,SUSQUEHANNA COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1009205,110001471844,2022,"TGP Station 546 Columbus, MS",511 Crowe Rd,Columbus,MS,39702,LOWNDES COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1009206,110009355704,2022,"SNG Station 5267 Ellerslie, GA",11480 Warm Springs Rd,Ellerslie,GA,31807,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1009331,110071159806,2022,EPNG Station 6526 Blanco,81 County Road 4900,Bloomfield,NM,87413,SAN JUAN COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1009333,110009585680,2022,TGP Station 264 Charlton,196 Carpenter Hill Rd,Charlton,MA,01507,WORCESTER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1009337,110001472727,2022,"SNG Station 4132 Louisville, MS",709 Metts Street,Louisville,MS,39339,WINSTON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1009338,110006033103,2022,"SNG Station 5245 Selma, AL",3096 County Road 84,Selma,AL,36703,DALLAS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1009769,110043300594,2022,"KH East Holly Gas Treating Facility Gloster,LA",357 Bethlehem Road,Gloster,LA,71030,DE SOTO PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1009772,110055517819,2022,"KH North Elm Grove Gas Treating Facility Haughton, LA",3008 Johnson Koran Rd,Haughton,LA,71037,BOSSIER PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1009774,110055517837,2022,"KH Plantation Central Gas Treating Facility Coushatta, LA",178 Yearwood Rd,Coushatta,LA,71019,RED RIVER PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1009775,110055517846,2022,"KH Plantation South Gas Treating Facility Coushatta, LA",171 Yearwood Rd,Coushatta,LA,71019,RED RIVER PARISH,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1009776,110055517855,2022,"KH Plantation West Gas Treating Facility Coushatta, LA",170 Yearwood Rd,Coushatta,LA,71019,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1009901,110055518293,2022,"EPNG Station 6525 Florida, NM",1900 Deming Station Road SW,Deming,NM,88030,LUNA COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1009926,110055518408,2022,Yates Field Injection,8965 Star Lane on Highway 190 West,Irran,TX,79744,PECOS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211120
1009929,110071160377,2022,Katz Field Injection,916 FM 2279,Knox City,TX,79529,KNOX COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211120
1010072,110055519121,2022,SACROC Field Injection,4632 W Hwy 180,Snyder,TX,79549,SCURRY COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211120
1010154,110045955043,2022,HAWKVILLE GAS TREATING FACILITY,29509 HWY 624,Cotulla,TX,78014,LA SALLE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,25,211130
1010477,110071160952,2022,EPNG Station 6543 Lordsburg,,Lordsburg,NM,88045,HIDALGO COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010483,110055520878,2022,TGP Station 315 Wellsboro,"41:48:20, -77:17:00",Wellsboro,PA,16901,TIOGA COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010489,,2022,"CIG Station 5320 Fort Lupton, CO",15732 Weld County Road 16,Ft. Lupton,CO,80261,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010491,110055520930,2022,"SNG Station 5236 Gallion, AL",Hwy 69 South,Gallion,AL,36742,HALE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1010492,110045411489,2022,"SNG Station 5259 Auburn, AL",5487 Lee Road 159,Auburn,AL,36830,LEE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1010495,110001858240,2022,"TGP Station 87 Portland, TN",208 TGT Road,Portland,TN,37148,SUMNER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010497,110003244114,2022,"TGP Station 106 Clay City, KY",10205 Winchester Rd,Clay City,KY,40312,POWELL COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010498,110055520958,2022,TGP Station 261 Agawam,1615 Suffield St,Agawam,MA,01001,HAMPDEN COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010500,110055520967,2022,TGP Station 204 Albany,2335 US Hwy 50 W,Albany,OH,45710,ATHENS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010509,,2022,Hiland Partners Norse Gas Plant,10370 88th Street NW,McGregor,ND,58755,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1010510,110070291455,2022,Hiland Partners Watford City Gas Plant,3507 149 Ave NW,Alexander,ND,58831,MCKENZIE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1010556,110071159665,2022,"CIG Station 5680 Wamsutter, WY",49 CIG Road,Wamsutter,WY,82336,SWEETWATER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010558,110055521163,2022,"EPNG Station 6330 Guadalupe, TX",,Salt Flat,TX,79847,CULBERSON COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010559,110055521172,2022,"EPNG Station 6595 Washington Ranch, NM","32.082, -104.485",Carlsbad,NM,88220,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010660,110036351051,2022,"NGPL Station 204 Columbus Junction, IA",21864 120th Street,Columbus Junction,IA,52738,LOUISA COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1010996,110019070226,2022,"TGP Station 230, Lockport Compressor Station",5186 Lockport Junction Road,Lockport,NY,14094,NIAGARA COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011001,110071160197,2022,"EPNG Station 6702 Cimarron, AZ",5800 E. Quiet Time Road,Willcox,AZ,85643,COCHISE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011002,110057067463,2022,"EPNG Station 6701 Tom Mix, AZ",52000 East Willow Springs,Saddlebrook,AZ,85739,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011003,110041058761,2022,"EPNG Station 6795 Willcox, AZ",5800 E. Arzberger Rd,Willcox,AZ,85643,COCHISE COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011005,110057067490,2022,"NGPL Station 102, Balko OK",,Balko,OK,73931,BEAVER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011006,110057067506,2022,"NGPL Station 184, Sayre OK",12128 N. 1890 Rd,Sayre,OK,73662,BECKHAM COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011007,110071160237,2022,"EEC Station 5412 Hartwell, GA",181 Turner Road,Elberton,GA,30643,HART COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011017,110071160201,2022,Hiland Partners Bakken Gathering Plant,34538 County Road 130,Sidney,MT,59270,RICHLAND COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1011020,110070930976,2022,"EPNG Station 6503 Afton, NM",,La Mesa,NM,88044,DONA ANA COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011041,,2022,"TGP Station 409B Edinburg, TX",5709 E El Cibolo Road,Edinburgh,TX,78541,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011379,110071159575,2022,"EPNG Station 6715 Dilkon, AZ",,Dilkon,AZ,86047,NAVAJO COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011457,110061641889,2022,"TGP Station 542, Dekalb, MS",538 Pumping Station Road,Daleville,MS,39326,KEMPER COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011530,110057004682,2022,Hawkville North East Central Delivery Point,2289 Hwy 16 South,Tilden,TX,78072,MCMULLEN COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,25,211130
1011628,110071159649,2022,"TGP Station 303, Seneca, PA",,Seneca,PA,16346,VENANGO COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011719,110071159860,2022,GP Condensate Splitter,407 Clinton Drive,Galena Park,TX,77547,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,324110
1011817,110066988120,2022,Bostco Terminal,1836 Miller Cut Off Road,La Porte,TX,77571,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,55,493190
1011843,110070082150,2022,Tall Cotton Central Production Facility,1553 County Road 208,Seminole,TX,79360,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211120
1011891,,2022,"NGPL Station 156, Mountain View, OK",13391 State Highway 115,Mountain View,OK,73062,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011892,110067410046,2022,"KMTP Bob West Compressor Station Falcon Heights, TX",3200 North Highway 83,Falcon Heights,TX,78545,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1011893,110070082153,2022,"KMTP Bob West Dew Point Plant Falcon Heights, TX",1500 Pipeline Drive,Falcon Heights,TX,78545,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012153,110071160966,2022,"EPNG Station 6399 Black River, TX",,Fort Stockton,TX,79735,PECOS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012158,110070069501,2022,"TGP Station 310 Smethport, PA",520 Bunker Hill Road,Smethport,PA,16749,,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012184,110071162524,2022,Hiland Partners Holdings LLC 395 Williston Basin,"1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1012200,110061673185,2022,KinderHawk Field Services LLC 230 Arkla Basin,"1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1012201,110061673185,2022,Kinder Morgan Altamont LLC 575 Uinta Basin,"1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1012259,110070209522,2022,"Transmission Pipeline Facility, Southern Natural Gas Company, L.L.C.","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1012260,110070069550,2022,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012270,110003244123,2022,"TGP Station 871 Campbellsville, KY",8690 New Columbia Rd.,Campbellsville,KY,42718,TAYLOR COUNTY,1,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
